orgao,ano,mes,procinfo.cmd,status
tjce,2021,9,"docker run -i -v consolida_bkp_tjce_2021:/home/daniel/repos/dadosjubsr/dadosjusbr-exec/tjce_2021/output --rm --env YEAR=""2021"" --env COURT=""TJCE"" --env AID=""TJCE"" --env DOWNLOAD_TIMEOUT=""20s"" --env TIME_BETWEEN_STEPS=""15s"" --env GENERAL_TIMEOUT=""8m"" --env OUTPUT_FOLDER=""/home/daniel/repos/dadosjubsr/dadosjusbr-exec/tjce_2021/output"" --env MONTH=""09"" ghcr.io/dadosjusbr/parser-cnj:main",4
tjse,2019,7,"docker run -i -v coleta_tjse_2019:/home/daniel/repos/dadosjubsr/dadosjusbr-exec/tjse_2019/output --rm --env TIME_BETWEEN_STEPS=""15s"" --env GENERAL_TIMEOUT=""8m"" --env OUTPUT_FOLDER=""/home/daniel/repos/dadosjubsr/dadosjusbr-exec/tjse_2019/output"" --env MONTH=""07"" --env YEAR=""2019"" --env COURT=""TJSE"" --env AID=""TJSE"" --env DOWNLOAD_TIMEOUT=""20s"" ghcr.io/dadosjusbr/parser-cnj:main",4
tjce,2020,10,"docker run -i -v consolida_bkp_tjce_2020:/home/daniel/repos/dadosjubsr/dadosjusbr-exec/tjce_2020/output --rm --env OUTPUT_FOLDER=""/home/daniel/repos/dadosjubsr/dadosjusbr-exec/tjce_2020/output"" --env MONTH=""10"" --env YEAR=""2020"" --env COURT=""TJCE"" --env AID=""TJCE"" --env DOWNLOAD_TIMEOUT=""20s"" --env TIME_BETWEEN_STEPS=""15s"" --env GENERAL_TIMEOUT=""8m"" ghcr.io/dadosjusbr/parser-cnj:main",4
tjce,2021,10,"docker run -i -v consolida_bkp_tjce_2021:/home/daniel/repos/dadosjubsr/dadosjusbr-exec/tjce_2021/output --rm --env TIME_BETWEEN_STEPS=""15s"" --env GENERAL_TIMEOUT=""8m"" --env OUTPUT_FOLDER=""/home/daniel/repos/dadosjubsr/dadosjusbr-exec/tjce_2021/output"" --env MONTH=""10"" --env YEAR=""2021"" --env COURT=""TJCE"" --env AID=""TJCE"" --env DOWNLOAD_TIMEOUT=""20s"" ghcr.io/dadosjusbr/parser-cnj:main",4
tjce,2020,11,"docker run -i -v consolida_bkp_tjce_2020:/home/daniel/repos/dadosjubsr/dadosjusbr-exec/tjce_2020/output --rm --env OUTPUT_FOLDER=""/home/daniel/repos/dadosjubsr/dadosjusbr-exec/tjce_2020/output"" --env MONTH=""11"" --env YEAR=""2020"" --env COURT=""TJCE"" --env AID=""TJCE"" --env DOWNLOAD_TIMEOUT=""20s"" --env TIME_BETWEEN_STEPS=""15s"" --env GENERAL_TIMEOUT=""8m"" ghcr.io/dadosjusbr/parser-cnj:main",4
tjse,2019,10,"docker run -i -v coleta_tjse_2019:/home/daniel/repos/dadosjubsr/dadosjusbr-exec/tjse_2019/output --rm --env OUTPUT_FOLDER=""/home/daniel/repos/dadosjubsr/dadosjusbr-exec/tjse_2019/output"" --env MONTH=""10"" --env YEAR=""2019"" --env COURT=""TJSE"" --env AID=""TJSE"" --env DOWNLOAD_TIMEOUT=""20s"" --env TIME_BETWEEN_STEPS=""15s"" --env GENERAL_TIMEOUT=""8m"" ghcr.io/dadosjusbr/parser-cnj:main",4
tjse,2019,11,"docker run -i -v coleta_tjse_2019:/home/daniel/repos/dadosjubsr/dadosjusbr-exec/tjse_2019/output --rm --env TIME_BETWEEN_STEPS=""15s"" --env GENERAL_TIMEOUT=""8m"" --env OUTPUT_FOLDER=""/home/daniel/repos/dadosjubsr/dadosjusbr-exec/tjse_2019/output"" --env MONTH=""11"" --env YEAR=""2019"" --env COURT=""TJSE"" --env AID=""TJSE"" --env DOWNLOAD_TIMEOUT=""20s"" ghcr.io/dadosjusbr/parser-cnj:main",4
tjse,2019,12,"docker run -i -v coleta_tjse_2019:/home/daniel/repos/dadosjubsr/dadosjusbr-exec/tjse_2019/output --rm --env COURT=""TJSE"" --env AID=""TJSE"" --env DOWNLOAD_TIMEOUT=""20s"" --env TIME_BETWEEN_STEPS=""15s"" --env GENERAL_TIMEOUT=""8m"" --env OUTPUT_FOLDER=""/home/daniel/repos/dadosjubsr/dadosjusbr-exec/tjse_2019/output"" --env MONTH=""12"" --env YEAR=""2019"" ghcr.io/dadosjusbr/parser-cnj:main",4
tjpi,2021,8,"docker run -i -v tjpi_2021:/home/marcos/dadosjusbr/dadosjusbr-pexec/tjpi_2021/output --rm --env DOWNLOAD_TIMEOUT=""30s"" --env TIME_BETWEEN_STEPS=""30s"" --env GENERAL_TIMEOUT=""10m"" --env OUTPUT_FOLDER=""/home/marcos/dadosjusbr/dadosjusbr-pexec/tjpi_2021/output"" --env MONTH=""08"" --env YEAR=""2021"" --env COURT=""TJPI"" --env AID=""TJPI"" ghcr.io/dadosjusbr/parser-cnj:main",4
tjpi,2021,9,"docker run -i -v tjpi_2021:/home/marcos/dadosjusbr/dadosjusbr-pexec/tjpi_2021/output --rm --env MONTH=""09"" --env OUTPUT_FOLDER=""/home/marcos/dadosjusbr/dadosjusbr-pexec/tjpi_2021/output"" --env YEAR=""2021"" --env GIT_COMMIT=""a707d0aa94b3184818cba0fedfa3b481c1db8887"" --env COURT=""TJPI"" --env AID=""TJPI"" --env DOWNLOAD_TIMEOUT=""30s"" --env TIME_BETWEEN_STEPS=""20s"" --env GENERAL_TIMEOUT=""8m"" parser-cnj",4
tjse,2020,2,"docker run -i -v coleta_tjse_2020:/home/daniel/repos/dadosjubsr/dadosjusbr-exec/tjse_2020/output --rm --env MONTH=""02"" --env YEAR=""2020"" --env COURT=""TJSE"" --env AID=""TJSE"" --env DOWNLOAD_TIMEOUT=""20s"" --env TIME_BETWEEN_STEPS=""15s"" --env GENERAL_TIMEOUT=""8m"" --env OUTPUT_FOLDER=""/home/daniel/repos/dadosjubsr/dadosjusbr-exec/tjse_2020/output"" ghcr.io/dadosjusbr/parser-cnj:main",4
tjrs,2021,7,"docker run -i -v coleta_tjrs_2021:/home/marcos/dadosjus/dadosjusbr-exec/tjrs_2021/output --rm --env TIME_BETWEEN_STEPS=""15s"" --env GENERAL_TIMEOUT=""8m"" --env OUTPUT_FOLDER=""/home/marcos/dadosjus/dadosjusbr-exec/tjrs_2021/output"" --env MONTH=""07"" --env YEAR=""2021"" --env COURT=""TJRS"" --env AID=""TJRS"" --env DOWNLOAD_TIMEOUT=""20s"" ghcr.io/dadosjusbr/parser-cnj:main",4
tjse,2019,8,"docker run -i -v coleta_tjse_2019:/home/daniel/repos/dadosjubsr/dadosjusbr-exec/tjse_2019/output --rm --env TIME_BETWEEN_STEPS=""15s"" --env GENERAL_TIMEOUT=""8m"" --env OUTPUT_FOLDER=""/home/daniel/repos/dadosjubsr/dadosjusbr-exec/tjse_2019/output"" --env MONTH=""08"" --env YEAR=""2019"" --env COURT=""TJSE"" --env AID=""TJSE"" --env DOWNLOAD_TIMEOUT=""20s"" ghcr.io/dadosjusbr/parser-cnj:main",4
tjse,2019,9,"docker run -i -v coleta_tjse_2019:/home/daniel/repos/dadosjubsr/dadosjusbr-exec/tjse_2019/output --rm --env DOWNLOAD_TIMEOUT=""20s"" --env TIME_BETWEEN_STEPS=""15s"" --env GENERAL_TIMEOUT=""8m"" --env OUTPUT_FOLDER=""/home/daniel/repos/dadosjubsr/dadosjusbr-exec/tjse_2019/output"" --env MONTH=""09"" --env YEAR=""2019"" --env COURT=""TJSE"" --env AID=""TJSE"" ghcr.io/dadosjusbr/parser-cnj:main",4
tjba,2020,1,"docker run -i -v consolida_bkp_tjba_2020:/home/daniel/repos/dadosjubsr/dadosjusbr-exec/tjba_2020/output --rm --env GENERAL_TIMEOUT=""8m"" --env OUTPUT_FOLDER=""/home/daniel/repos/dadosjubsr/dadosjusbr-exec/tjba_2020/output"" --env MONTH=""01"" --env YEAR=""2020"" --env COURT=""TJBA"" --env AID=""TJBA"" --env DOWNLOAD_TIMEOUT=""20s"" --env TIME_BETWEEN_STEPS=""15s"" ghcr.io/dadosjusbr/parser-cnj:main",4
tjba,2021,1,"docker run -i -v consolida_bkp_tjba_2021:/home/daniel/repos/dadosjubsr/dadosjusbr-exec/tjba_2021/output --rm --env GENERAL_TIMEOUT=""8m"" --env OUTPUT_FOLDER=""/home/daniel/repos/dadosjubsr/dadosjusbr-exec/tjba_2021/output"" --env MONTH=""01"" --env YEAR=""2021"" --env COURT=""TJBA"" --env AID=""TJBA"" --env DOWNLOAD_TIMEOUT=""20s"" --env TIME_BETWEEN_STEPS=""15s"" ghcr.io/dadosjusbr/parser-cnj:main",4
tjba,2020,2,"docker run -i -v consolida_bkp_tjba_2020:/home/daniel/repos/dadosjubsr/dadosjusbr-exec/tjba_2020/output --rm --env DOWNLOAD_TIMEOUT=""20s"" --env TIME_BETWEEN_STEPS=""15s"" --env GENERAL_TIMEOUT=""8m"" --env OUTPUT_FOLDER=""/home/daniel/repos/dadosjubsr/dadosjusbr-exec/tjba_2020/output"" --env MONTH=""02"" --env YEAR=""2020"" --env COURT=""TJBA"" --env AID=""TJBA"" ghcr.io/dadosjusbr/parser-cnj:main",4
tjba,2021,2,"docker run -i -v consolida_bkp_tjba_2021:/home/daniel/repos/dadosjubsr/dadosjusbr-exec/tjba_2021/output --rm --env GENERAL_TIMEOUT=""8m"" --env OUTPUT_FOLDER=""/home/daniel/repos/dadosjubsr/dadosjusbr-exec/tjba_2021/output"" --env MONTH=""02"" --env YEAR=""2021"" --env COURT=""TJBA"" --env AID=""TJBA"" --env DOWNLOAD_TIMEOUT=""20s"" --env TIME_BETWEEN_STEPS=""15s"" ghcr.io/dadosjusbr/parser-cnj:main",4
tjba,2020,3,"docker run -i -v consolida_bkp_tjba_2020:/home/daniel/repos/dadosjubsr/dadosjusbr-exec/tjba_2020/output --rm --env COURT=""TJBA"" --env AID=""TJBA"" --env DOWNLOAD_TIMEOUT=""20s"" --env TIME_BETWEEN_STEPS=""15s"" --env GENERAL_TIMEOUT=""8m"" --env OUTPUT_FOLDER=""/home/daniel/repos/dadosjubsr/dadosjusbr-exec/tjba_2020/output"" --env MONTH=""03"" --env YEAR=""2020"" ghcr.io/dadosjusbr/parser-cnj:main",4
tjba,2020,4,"docker run -i -v consolida_bkp_tjba_2020:/home/daniel/repos/dadosjubsr/dadosjusbr-exec/tjba_2020/output --rm --env OUTPUT_FOLDER=""/home/daniel/repos/dadosjubsr/dadosjusbr-exec/tjba_2020/output"" --env MONTH=""04"" --env YEAR=""2020"" --env COURT=""TJBA"" --env AID=""TJBA"" --env DOWNLOAD_TIMEOUT=""20s"" --env TIME_BETWEEN_STEPS=""15s"" --env GENERAL_TIMEOUT=""8m"" ghcr.io/dadosjusbr/parser-cnj:main",4
tjba,2020,5,"docker run -i -v consolida_bkp_tjba_2020:/home/daniel/repos/dadosjubsr/dadosjusbr-exec/tjba_2020/output --rm --env DOWNLOAD_TIMEOUT=""20s"" --env TIME_BETWEEN_STEPS=""15s"" --env GENERAL_TIMEOUT=""8m"" --env OUTPUT_FOLDER=""/home/daniel/repos/dadosjubsr/dadosjusbr-exec/tjba_2020/output"" --env MONTH=""05"" --env YEAR=""2020"" --env COURT=""TJBA"" --env AID=""TJBA"" ghcr.io/dadosjusbr/parser-cnj:main",4
tjba,2019,6,"docker run -i -v consolida_bkp_tjba_2019:/home/daniel/repos/dadosjubsr/dadosjusbr-exec/tjba_2019/output --rm --env AID=""TJBA"" --env DOWNLOAD_TIMEOUT=""20s"" --env TIME_BETWEEN_STEPS=""15s"" --env GENERAL_TIMEOUT=""8m"" --env OUTPUT_FOLDER=""/home/daniel/repos/dadosjubsr/dadosjusbr-exec/tjba_2019/output"" --env MONTH=""06"" --env YEAR=""2019"" --env COURT=""TJBA"" ghcr.io/dadosjusbr/parser-cnj:main",4
tjba,2020,6,"docker run -i -v consolida_bkp_tjba_2020:/home/daniel/repos/dadosjubsr/dadosjusbr-exec/tjba_2020/output --rm --env MONTH=""06"" --env YEAR=""2020"" --env COURT=""TJBA"" --env AID=""TJBA"" --env DOWNLOAD_TIMEOUT=""20s"" --env TIME_BETWEEN_STEPS=""15s"" --env GENERAL_TIMEOUT=""8m"" --env OUTPUT_FOLDER=""/home/daniel/repos/dadosjubsr/dadosjusbr-exec/tjba_2020/output"" ghcr.io/dadosjusbr/parser-cnj:main",4
tjba,2020,7,"docker run -i -v consolida_bkp_tjba_2020:/home/daniel/repos/dadosjubsr/dadosjusbr-exec/tjba_2020/output --rm --env OUTPUT_FOLDER=""/home/daniel/repos/dadosjubsr/dadosjusbr-exec/tjba_2020/output"" --env MONTH=""07"" --env YEAR=""2020"" --env COURT=""TJBA"" --env AID=""TJBA"" --env DOWNLOAD_TIMEOUT=""20s"" --env TIME_BETWEEN_STEPS=""15s"" --env GENERAL_TIMEOUT=""8m"" ghcr.io/dadosjusbr/parser-cnj:main",4
tjba,2020,8,"docker run -i -v consolida_bkp_tjba_2020:/home/daniel/repos/dadosjubsr/dadosjusbr-exec/tjba_2020/output --rm --env GENERAL_TIMEOUT=""8m"" --env OUTPUT_FOLDER=""/home/daniel/repos/dadosjubsr/dadosjusbr-exec/tjba_2020/output"" --env MONTH=""08"" --env YEAR=""2020"" --env COURT=""TJBA"" --env AID=""TJBA"" --env DOWNLOAD_TIMEOUT=""20s"" --env TIME_BETWEEN_STEPS=""15s"" ghcr.io/dadosjusbr/parser-cnj:main",4
tjba,2020,9,"docker run -i -v consolida_bkp_tjba_2020:/home/daniel/repos/dadosjubsr/dadosjusbr-exec/tjba_2020/output --rm --env OUTPUT_FOLDER=""/home/daniel/repos/dadosjubsr/dadosjusbr-exec/tjba_2020/output"" --env MONTH=""09"" --env YEAR=""2020"" --env COURT=""TJBA"" --env AID=""TJBA"" --env DOWNLOAD_TIMEOUT=""20s"" --env TIME_BETWEEN_STEPS=""15s"" --env GENERAL_TIMEOUT=""8m"" ghcr.io/dadosjusbr/parser-cnj:main",4
tjba,2019,9,"docker run -i -v consolida_bkp_tjba_2019:/home/daniel/repos/dadosjubsr/dadosjusbr-exec/tjba_2019/output --rm --env COURT=""TJBA"" --env AID=""TJBA"" --env DOWNLOAD_TIMEOUT=""20s"" --env TIME_BETWEEN_STEPS=""15s"" --env GENERAL_TIMEOUT=""8m"" --env OUTPUT_FOLDER=""/home/daniel/repos/dadosjubsr/dadosjusbr-exec/tjba_2019/output"" --env MONTH=""09"" --env YEAR=""2019"" ghcr.io/dadosjusbr/parser-cnj:main",4
tjba,2019,10,"docker run -i -v consolida_bkp_tjba_2019:/home/daniel/repos/dadosjubsr/dadosjusbr-exec/tjba_2019/output --rm --env OUTPUT_FOLDER=""/home/daniel/repos/dadosjubsr/dadosjusbr-exec/tjba_2019/output"" --env MONTH=""10"" --env YEAR=""2019"" --env COURT=""TJBA"" --env AID=""TJBA"" --env DOWNLOAD_TIMEOUT=""20s"" --env TIME_BETWEEN_STEPS=""15s"" --env GENERAL_TIMEOUT=""8m"" ghcr.io/dadosjusbr/parser-cnj:main",4
tjba,2020,10,"docker run -i -v consolida_bkp_tjba_2020:/home/daniel/repos/dadosjubsr/dadosjusbr-exec/tjba_2020/output --rm --env MONTH=""10"" --env YEAR=""2020"" --env COURT=""TJBA"" --env AID=""TJBA"" --env DOWNLOAD_TIMEOUT=""20s"" --env TIME_BETWEEN_STEPS=""15s"" --env GENERAL_TIMEOUT=""8m"" --env OUTPUT_FOLDER=""/home/daniel/repos/dadosjubsr/dadosjusbr-exec/tjba_2020/output"" ghcr.io/dadosjusbr/parser-cnj:main",4
tjba,2020,11,"docker run -i -v consolida_bkp_tjba_2020:/home/daniel/repos/dadosjubsr/dadosjusbr-exec/tjba_2020/output --rm --env COURT=""TJBA"" --env AID=""TJBA"" --env DOWNLOAD_TIMEOUT=""20s"" --env TIME_BETWEEN_STEPS=""15s"" --env GENERAL_TIMEOUT=""8m"" --env OUTPUT_FOLDER=""/home/daniel/repos/dadosjubsr/dadosjusbr-exec/tjba_2020/output"" --env MONTH=""11"" --env YEAR=""2020"" ghcr.io/dadosjusbr/parser-cnj:main",4
tjba,2019,11,"docker run -i -v consolida_bkp_tjba_2019:/home/daniel/repos/dadosjubsr/dadosjusbr-exec/tjba_2019/output --rm --env AID=""TJBA"" --env DOWNLOAD_TIMEOUT=""20s"" --env TIME_BETWEEN_STEPS=""15s"" --env GENERAL_TIMEOUT=""8m"" --env OUTPUT_FOLDER=""/home/daniel/repos/dadosjubsr/dadosjusbr-exec/tjba_2019/output"" --env MONTH=""11"" --env YEAR=""2019"" --env COURT=""TJBA"" ghcr.io/dadosjusbr/parser-cnj:main",4
tjal,2021,8,"docker run -i -v consolida_bkp_tjal_2021:/home/daniel/repos/dadosjubsr/dadosjusbr-exec/tjal_2021/output --rm --env DOWNLOAD_TIMEOUT=""20s"" --env TIME_BETWEEN_STEPS=""15s"" --env GENERAL_TIMEOUT=""8m"" --env OUTPUT_FOLDER=""/home/daniel/repos/dadosjubsr/dadosjusbr-exec/tjal_2021/output"" --env MONTH=""08"" --env YEAR=""2021"" --env COURT=""TJAL"" --env AID=""TJAL"" ghcr.io/dadosjusbr/parser-cnj:main",4
NA,2018,1,"docker run -i -v dadosjusbr:/output --rm --env MONTH=""01"" --env YEAR=""2018"" --env DOWNLOAD_TIMEOUT=""30s"" --env TIME_BETWEEN_STEPS=""30s"" --env GENERAL_TIMEOUT=""10m"" validador",4
NA,2018,2,"docker run -i -v dadosjusbr:/output --rm --env DOWNLOAD_TIMEOUT=""30s"" --env TIME_BETWEEN_STEPS=""30s"" --env GENERAL_TIMEOUT=""10m"" --env MONTH=""02"" --env YEAR=""2018"" validador",4
NA,2018,1,"docker run -i -v dadosjusbr:/output --rm --env YEAR=""2018"" --env DOWNLOAD_TIMEOUT=""30s"" --env TIME_BETWEEN_STEPS=""30s"" --env GENERAL_TIMEOUT=""10m"" --env MONTH=""01"" validador",4
NA,2018,1,"docker run -i -v dadosjusbr:/output --rm --env TIME_BETWEEN_STEPS=""30s"" --env GENERAL_TIMEOUT=""10m"" --env MONTH=""01"" --env YEAR=""2018"" --env DOWNLOAD_TIMEOUT=""30s"" empacotador",2
NA,2018,1,"docker run -i -v dadosjusbr:/output --rm --env DOWNLOAD_TIMEOUT=""30s"" --env TIME_BETWEEN_STEPS=""30s"" --env GENERAL_TIMEOUT=""10m"" --env MONTH=""1"" --env YEAR=""2018"" empacotador",2
NA,2018,2,"docker run -i -v dadosjusbr:/output --rm --env TIME_BETWEEN_STEPS=""30s"" --env GENERAL_TIMEOUT=""10m"" --env MONTH=""2"" --env YEAR=""2018"" --env DOWNLOAD_TIMEOUT=""30s"" empacotador",2
NA,2020,1,"docker run -i -v dadosjusbr:/output --rm --env MONTH=""01"" --env YEAR=""2020"" --env DOWNLOAD_TIMEOUT=""30s"" --env TIME_BETWEEN_STEPS=""30s"" --env GENERAL_TIMEOUT=""10m"" empacotador",2
tjce,2021,11,"docker run -i -v coleta_tjce_2021:/home/marcos/dadosjus/dadosjusbr-exec/tjce_2021/output --rm --env AID=""TJCE"" --env DOWNLOAD_TIMEOUT=""20s"" --env TIME_BETWEEN_STEPS=""15s"" --env GENERAL_TIMEOUT=""8m"" --env OUTPUT_FOLDER=""/home/marcos/dadosjus/dadosjusbr-exec/tjce_2021/output"" --env MONTH=""11"" --env YEAR=""2021"" --env COURT=""TJCE"" ghcr.io/dadosjusbr/parser-cnj:main",4
tjce,2021,12,"docker run -i -v coleta_tjce_2021:/home/marcos/dadosjus/dadosjusbr-exec/tjce_2021/output --rm --env MONTH=""12"" --env YEAR=""2021"" --env COURT=""TJCE"" --env AID=""TJCE"" --env DOWNLOAD_TIMEOUT=""20s"" --env TIME_BETWEEN_STEPS=""15s"" --env GENERAL_TIMEOUT=""8m"" --env OUTPUT_FOLDER=""/home/marcos/dadosjus/dadosjusbr-exec/tjce_2021/output"" ghcr.io/dadosjusbr/parser-cnj:main",4
tjmg,2019,6,"docker run -i -v consolida_bkp_tjmg_2019:/home/daniel/repos/dadosjubsr/dadosjusbr-exec/tjmg_2019/output --rm --env MONTH=""06"" --env YEAR=""2019"" --env COURT=""TJMG"" --env AID=""TJMG"" --env DOWNLOAD_TIMEOUT=""20s"" --env TIME_BETWEEN_STEPS=""15s"" --env GENERAL_TIMEOUT=""8m"" --env OUTPUT_FOLDER=""/home/daniel/repos/dadosjubsr/dadosjusbr-exec/tjmg_2019/output"" ghcr.io/dadosjusbr/parser-cnj:main",4
tjmg,2019,7,"docker run -i -v consolida_bkp_tjmg_2019:/home/daniel/repos/dadosjubsr/dadosjusbr-exec/tjmg_2019/output --rm --env YEAR=""2019"" --env COURT=""TJMG"" --env AID=""TJMG"" --env DOWNLOAD_TIMEOUT=""20s"" --env TIME_BETWEEN_STEPS=""15s"" --env GENERAL_TIMEOUT=""8m"" --env OUTPUT_FOLDER=""/home/daniel/repos/dadosjubsr/dadosjusbr-exec/tjmg_2019/output"" --env MONTH=""07"" ghcr.io/dadosjusbr/parser-cnj:main",4
tjmg,2019,8,"docker run -i -v consolida_bkp_tjmg_2019:/home/daniel/repos/dadosjubsr/dadosjusbr-exec/tjmg_2019/output --rm --env MONTH=""08"" --env YEAR=""2019"" --env COURT=""TJMG"" --env AID=""TJMG"" --env DOWNLOAD_TIMEOUT=""20s"" --env TIME_BETWEEN_STEPS=""15s"" --env GENERAL_TIMEOUT=""8m"" --env OUTPUT_FOLDER=""/home/daniel/repos/dadosjubsr/dadosjusbr-exec/tjmg_2019/output"" ghcr.io/dadosjusbr/parser-cnj:main",4
tjmg,2019,9,"docker run -i -v consolida_bkp_tjmg_2019:/home/daniel/repos/dadosjubsr/dadosjusbr-exec/tjmg_2019/output --rm --env YEAR=""2019"" --env COURT=""TJMG"" --env AID=""TJMG"" --env DOWNLOAD_TIMEOUT=""20s"" --env TIME_BETWEEN_STEPS=""15s"" --env GENERAL_TIMEOUT=""8m"" --env OUTPUT_FOLDER=""/home/daniel/repos/dadosjubsr/dadosjusbr-exec/tjmg_2019/output"" --env MONTH=""09"" ghcr.io/dadosjusbr/parser-cnj:main",4
tjmg,2019,10,"docker run -i -v consolida_bkp_tjmg_2019:/home/daniel/repos/dadosjubsr/dadosjusbr-exec/tjmg_2019/output --rm --env COURT=""TJMG"" --env AID=""TJMG"" --env DOWNLOAD_TIMEOUT=""20s"" --env TIME_BETWEEN_STEPS=""15s"" --env GENERAL_TIMEOUT=""8m"" --env OUTPUT_FOLDER=""/home/daniel/repos/dadosjubsr/dadosjusbr-exec/tjmg_2019/output"" --env MONTH=""10"" --env YEAR=""2019"" ghcr.io/dadosjusbr/parser-cnj:main",4
tjmg,2019,11,"docker run -i -v consolida_bkp_tjmg_2019:/home/daniel/repos/dadosjubsr/dadosjusbr-exec/tjmg_2019/output --rm --env GENERAL_TIMEOUT=""8m"" --env OUTPUT_FOLDER=""/home/daniel/repos/dadosjubsr/dadosjusbr-exec/tjmg_2019/output"" --env MONTH=""11"" --env YEAR=""2019"" --env COURT=""TJMG"" --env AID=""TJMG"" --env DOWNLOAD_TIMEOUT=""20s"" --env TIME_BETWEEN_STEPS=""15s"" ghcr.io/dadosjusbr/parser-cnj:main",4
tjmg,2020,8,"docker run -i -v consolida_bkp_tjmg_2020:/home/daniel/repos/dadosjubsr/dadosjusbr-exec/tjmg_2020/output --rm --env OUTPUT_FOLDER=""/home/daniel/repos/dadosjubsr/dadosjusbr-exec/tjmg_2020/output"" --env MONTH=""08"" --env YEAR=""2020"" --env COURT=""TJMG"" --env AID=""TJMG"" --env DOWNLOAD_TIMEOUT=""20s"" --env TIME_BETWEEN_STEPS=""15s"" --env GENERAL_TIMEOUT=""8m"" ghcr.io/dadosjusbr/parser-cnj:main",4
tjmg,2019,12,"docker run -i -v consolida_bkp_tjmg_2019:/home/daniel/repos/dadosjubsr/dadosjusbr-exec/tjmg_2019/output --rm --env DOWNLOAD_TIMEOUT=""20s"" --env TIME_BETWEEN_STEPS=""15s"" --env GENERAL_TIMEOUT=""8m"" --env OUTPUT_FOLDER=""/home/daniel/repos/dadosjubsr/dadosjusbr-exec/tjmg_2019/output"" --env MONTH=""12"" --env YEAR=""2019"" --env COURT=""TJMG"" --env AID=""TJMG"" ghcr.io/dadosjusbr/parser-cnj:main",4
tjmg,2021,12,"docker run -i -v coleta_tjmg_2021:/home/daniel/repos/dadosjubsr/dadosjusbr-exec/tjmg_2021/output --rm --env AID=""TJMG"" --env DOWNLOAD_TIMEOUT=""20s"" --env TIME_BETWEEN_STEPS=""15s"" --env GENERAL_TIMEOUT=""8m"" --env OUTPUT_FOLDER=""/home/daniel/repos/dadosjubsr/dadosjusbr-exec/tjmg_2021/output"" --env MONTH=""12"" --env YEAR=""2021"" --env COURT=""TJMG"" ghcr.io/dadosjusbr/parser-cnj:main",4
tjrr,2020,1,"docker run -i -v consolida_bkp_tjrr_2020:/home/daniel/repos/dadosjubsr/dadosjusbr-exec/tjrr_2020/output --rm --env DOWNLOAD_TIMEOUT=""20s"" --env TIME_BETWEEN_STEPS=""15s"" --env GENERAL_TIMEOUT=""8m"" --env OUTPUT_FOLDER=""/home/daniel/repos/dadosjubsr/dadosjusbr-exec/tjrr_2020/output"" --env MONTH=""01"" --env YEAR=""2020"" --env COURT=""TJRR"" --env AID=""TJRR"" ghcr.io/dadosjusbr/parser-cnj:main",4
tjrr,2020,2,"docker run -i -v consolida_bkp_tjrr_2020:/home/daniel/repos/dadosjubsr/dadosjusbr-exec/tjrr_2020/output --rm --env DOWNLOAD_TIMEOUT=""20s"" --env TIME_BETWEEN_STEPS=""15s"" --env GENERAL_TIMEOUT=""8m"" --env OUTPUT_FOLDER=""/home/daniel/repos/dadosjubsr/dadosjusbr-exec/tjrr_2020/output"" --env MONTH=""02"" --env YEAR=""2020"" --env COURT=""TJRR"" --env AID=""TJRR"" ghcr.io/dadosjusbr/parser-cnj:main",4
tjrr,2020,3,"docker run -i -v consolida_bkp_tjrr_2020:/home/daniel/repos/dadosjubsr/dadosjusbr-exec/tjrr_2020/output --rm --env OUTPUT_FOLDER=""/home/daniel/repos/dadosjubsr/dadosjusbr-exec/tjrr_2020/output"" --env MONTH=""03"" --env YEAR=""2020"" --env COURT=""TJRR"" --env AID=""TJRR"" --env DOWNLOAD_TIMEOUT=""20s"" --env TIME_BETWEEN_STEPS=""15s"" --env GENERAL_TIMEOUT=""8m"" ghcr.io/dadosjusbr/parser-cnj:main",4
tjrr,2020,4,"docker run -i -v consolida_bkp_tjrr_2020:/home/daniel/repos/dadosjubsr/dadosjusbr-exec/tjrr_2020/output --rm --env OUTPUT_FOLDER=""/home/daniel/repos/dadosjubsr/dadosjusbr-exec/tjrr_2020/output"" --env MONTH=""04"" --env YEAR=""2020"" --env COURT=""TJRR"" --env AID=""TJRR"" --env DOWNLOAD_TIMEOUT=""20s"" --env TIME_BETWEEN_STEPS=""15s"" --env GENERAL_TIMEOUT=""8m"" ghcr.io/dadosjusbr/parser-cnj:main",4
tjrr,2020,5,"docker run -i -v consolida_bkp_tjrr_2020:/home/daniel/repos/dadosjubsr/dadosjusbr-exec/tjrr_2020/output --rm --env YEAR=""2020"" --env COURT=""TJRR"" --env AID=""TJRR"" --env DOWNLOAD_TIMEOUT=""20s"" --env TIME_BETWEEN_STEPS=""15s"" --env GENERAL_TIMEOUT=""8m"" --env OUTPUT_FOLDER=""/home/daniel/repos/dadosjubsr/dadosjusbr-exec/tjrr_2020/output"" --env MONTH=""05"" ghcr.io/dadosjusbr/parser-cnj:main",4
